timestamp,symbol,category,open,high,low,close,volume
2022-02-16,AAPL,Technology,139.51,170.4,139.51,148.59,49607.0
2022-02-17,AAPL,Technology,147.11,173.91,147.11,155.11,48935.0
2022-02-18,AAPL,Technology,177.91,177.91,151.57,167.9,39798.0
2022-02-19,AAPL,Technology,142.45,167.71,135.39,148.51,30241.0
2022-02-20,AAPL,Technology,166.42,166.42,164.4,166.55,16907.0
2022-02-21,AAPL,Technology,163.72,271.27741125380163,157.38,162.6,111288.0
2022-02-22,AAPL,Technology,159.15,159.15,144.81,154.86,21453.0
2022-02-23,AAPL,Technology,141.17,159.37,141.17,146.96,26472.0
2022-02-24,AAPL,Technology,166.79,179.0,121.14,154.71,28047.0
2022-02-25,AAPL,Technology,131.38,139.37,131.38,133.89,44706.0
2022-02-26,AAPL,Technology,207.28,207.28,126.87,179.23,9611.0
2022-02-27,AAPL,Technology,136.77,143.48,99.85,127.09,46513.0
2022-02-28,AAPL,Technology,173.69,173.69,173.69,173.59,11975.0
2022-03-01,AAPL,Technology,104.18,180.05,104.18,129.28,39670.0
2022-03-02,AAPL,Technology,158.87,161.3,131.79,148.61,3319.0
2022-03-03,AAPL,Technology,186.77,194.24,131.35,171.8,17762.0
2022-03-04,AAPL,Technology,152.07,155.66,152.07,153.22,16370.0
2022-03-05,AAPL,Technology,136.44,190.91,131.02,151.51,26662.0
2022-03-06,AAPL,Technology,161.14,161.14,127.31,150.32,14943.0
2022-03-07,AAPL,Technology,134.55,171.75,134.55,146.12,42979.0
2022-03-08,AAPL,Technology,121.7,166.8,121.7,136.32,47619.0
2022-03-09,AAPL,Technology,143.54,160.96,127.74,145.29,2954.0
2022-03-10,AAPL,Technology,168.77,168.77,138.04,157.38,37789.0
2022-03-11,AAPL,Technology,144.99,144.99,119.07,135.73,39197.0
2022-03-12,AAPL,Technology,148.21,148.21,120.76,,
2022-03-13,AAPL,Technology,164.51,166.74,159.86,163.76,47577.0
2022-03-14,AAPL,Technology,144.72,148.32,108.18,133.32,5658.0
2022-03-15,AAPL,Technology,131.27,131.27,131.27,132.46,34050.0
2022-03-16,AAPL,Technology,131.82,133.6,131.82,133.36,29864.0
2022-03-17,AAPL,Technology,135.39,161.67,135.39,143.63,9056.0
2022-03-18,AAPL,Technology,147.0,176.11,147.0,156.63,8707.0
2022-03-19,AAPL,Technology,146.66,146.66,120.16,138.48,8305.0
2022-03-20,AAPL,Technology,139.11,149.26,139.11,143.05,5778.0
2022-03-21,AAPL,Technology,131.93,162.54,119.57,139.06,12845.0
2022-03-22,AAPL,Technology,153.65,158.67,130.3,,
2022-03-23,AAPL,Technology,153.73,153.73,150.56,151.99,21167.0
2022-03-24,AAPL,Technology,147.09,154.06,144.84,147.99,20401.0
2022-03-25,AAPL,Technology,141.1,143.81,141.1,143.07,20126.0
2022-03-26,AAPL,Technology,163.23,164.6,93.59,,
2022-03-27,AAPL,Technology,140.58,140.58,140.58,140.78,12574.0
2022-03-28,AAPL,Technology,134.22,156.31,134.22,141.25,48343.0
2022-03-29,AAPL,Technology,152.82,156.51,147.87,153.51,11620.0
2022-03-30,AAPL,Technology,133.53,192.95,133.53,154.4,13246.0
2022-03-31,AAPL,Technology,154.02,154.02,154.02,154.28,44835.0
2022-04-01,AAPL,Technology,174.15,174.15,112.43,153.58,44945.0
2022-04-02,AAPL,Technology,165.07,172.84,156.46,165.42,6935.0
2022-04-03,AAPL,Technology,138.64,138.64,138.64,137.98,30283.0
2022-04-04,AAPL,Technology,129.26,155.33,98.64,127.96,20875.0
2022-04-05,AAPL,Technology,119.08,124.69,119.08,120.99,27156.0
2022-04-06,AAPL,Technology,147.08,147.08,123.32,138.56,4072.0
2022-04-07,AAPL,Technology,151.89,151.89,140.89,147.89,35535.0
2022-04-08,AAPL,Technology,186.15,188.3,140.33,,
2022-04-09,AAPL,Technology,181.42,181.42,135.49,166.25,16207.0
2022-04-10,AAPL,Technology,143.84,188.19,143.84,157.19,41157.0
2022-04-11,AAPL,Technology,128.37,128.37,128.37,128.57,49411.0
2022-04-12,AAPL,Technology,175.93,184.12,157.7,170.86,31922.0
2022-04-13,AAPL,Technology,160.45,160.45,142.86,,
2022-04-14,AAPL,Technology,131.1,160.02,113.35,135.33,10792.0
2022-04-15,AAPL,Technology,157.41,157.41,128.49,147.77,21286.0
2022-04-16,AAPL,Technology,185.49,185.49,151.7,,
2022-04-17,AAPL,Technology,126.96,189.84,126.96,148.21,21021.0
2022-04-18,AAPL,Technology,141.97,163.67,121.57,143.06,6957.0
2022-04-19,AAPL,Technology,155.74,155.74,155.74,154.71,24673.0
2022-04-20,AAPL,Technology,194.53,194.53,170.11,186.18,9256.0
2022-04-21,AAPL,Technology,105.1,176.42,105.1,128.33,3947.0
2022-04-22,AAPL,Technology,160.13,160.13,129.15,150.27,14587.0
2022-04-23,AAPL,Technology,181.13,181.13,143.4,168.26,20810.0
2022-04-24,AAPL,Technology,143.44,181.01,143.44,,
2022-04-25,AAPL,Technology,157.99,157.99,148.33,155.04,34149.0
2022-04-26,AAPL,Technology,157.32,157.32,131.8,149.4,26241.0
2022-04-27,AAPL,Technology,165.17,165.17,154.56,161.84,12572.0
2022-04-28,AAPL,Technology,139.95,175.37,139.95,151.88,5152.0
2022-04-29,AAPL,Technology,119.68,152.3,119.68,130.36,34382.0
2022-04-30,AAPL,Technology,104.26,167.18,104.26,126.08,35279.0
2022-05-01,AAPL,Technology,195.32,195.32,163.55,183.96,41568.0
2022-05-02,AAPL,Technology,157.91,157.91,138.35,150.69,11655.0
2022-05-03,AAPL,Technology,171.69,171.69,146.02,165.03,15143.0
2022-05-04,AAPL,Technology,175.28,175.28,136.26,162.24,23867.0
2022-05-05,AAPL,Technology,142.66,174.11,132.07,150.33,31626.0
2022-05-06,AAPL,Technology,164.27,164.27,113.42,146.59,23022.0
2022-05-07,AAPL,Technology,155.04,155.04,132.05,147.77,22204.0
2022-05-08,AAPL,Technology,148.91,160.79,132.59,146.44,21146.0
2022-05-09,AAPL,Technology,155.89,163.63,118.11,145.72,6023.0
2022-05-10,AAPL,Technology,156.44,189.66,136.2,161.7,28349.0
2022-05-11,AAPL,Technology,142.66,142.66,121.45,136.32,33853.0
2022-05-12,AAPL,Technology,152.17,175.16,132.71,155.14,42052.0
2022-05-13,AAPL,Technology,148.28,160.13,124.82,144.26,10275.0
2022-05-14,AAPL,Technology,130.45,155.99,130.45,139.95,12986.0
2022-05-15,AAPL,Technology,132.1,178.53,132.1,146.66,42075.0
2022-05-16,AAPL,Technology,117.1,142.18,117.1,125.5,27152.0
2022-05-17,AAPL,Technology,137.36,137.36,137.36,139.49,28099.0
2022-05-18,AAPL,Technology,153.14,159.86,136.74,,
2022-05-19,AAPL,Technology,150.78,150.78,125.73,141.75,11666.0
2022-05-20,AAPL,Technology,147.27,153.16,147.27,150.05,31040.0
2022-05-21,AAPL,Technology,185.09,185.09,154.13,,
2022-05-22,AAPL,Technology,146.1,161.51,127.16,146.08,20813.0
2022-05-23,AAPL,Technology,151.14,151.14,126.54,142.85,27605.0
2022-05-24,AAPL,Technology,191.53,191.53,151.42,180.36,37166.0
2022-05-25,AAPL,Technology,185.26,187.54,128.95,166.34,49017.0
2022-05-26,AAPL,Technology,114.07,116.62,114.07,114.58,48666.0
2022-05-27,AAPL,Technology,182.62,182.62,160.81,176.57,32750.0
2022-05-28,AAPL,Technology,125.91,283.0915325721476,125.91,140.02,64584.0
2022-05-29,AAPL,Technology,174.2,174.2,159.28,168.94,5371.0
2022-05-30,AAPL,Technology,167.48,167.48,149.95,161.23,18753.0
2022-05-31,AAPL,Technology,137.52,190.86,137.52,155.51,42037.0
2022-06-01,AAPL,Technology,149.64,149.64,134.08,145.42,31275.0
2022-06-02,AAPL,Technology,100.53,146.04,100.53,116.51,22467.0
2022-06-03,AAPL,Technology,180.48,180.48,122.12,160.04,13223.0
2022-06-04,AAPL,Technology,158.65,168.46,144.0,157.82,8327.0
2022-06-05,AAPL,Technology,201.78,201.78,129.64,179.35,21173.0
2022-06-06,AAPL,Technology,127.25,131.76,127.25,129.87,16167.0
2022-06-07,AAPL,Technology,164.86,164.86,162.76,166.09,14911.0
2022-06-08,AAPL,Technology,179.37,179.37,145.77,168.53,11833.0
2022-06-09,AAPL,Technology,165.69,169.61,156.65,164.78,23455.0
2022-06-10,AAPL,Technology,145.91,158.33,93.91,132.48,38054.0
2022-06-11,AAPL,Technology,146.6,146.6,109.74,134.17,20998.0
2022-06-12,AAPL,Technology,172.85,172.85,143.59,161.85,7654.0
2022-06-13,AAPL,Technology,149.31,168.6,109.7,140.83,26267.0
2022-06-14,AAPL,Technology,141.2,161.55,141.2,148.98,43259.0
2022-06-15,AAPL,Technology,158.18,158.18,146.95,154.92,1193.0
2022-06-16,AAPL,Technology,131.84,180.58,119.93,144.4,38668.0
2022-06-17,AAPL,Technology,108.84,150.09,108.84,122.4,36709.0
2022-06-18,AAPL,Technology,157.97,157.97,136.48,150.86,29011.0
2022-06-19,AAPL,Technology,118.2,144.57,118.2,128.09,2585.0
2022-06-20,AAPL,Technology,127.03,146.15,127.03,134.15,45183.0
2022-06-21,AAPL,Technology,169.97,205.47,156.75,178.56,10578.0
2022-06-22,AAPL,Technology,173.4,173.4,153.17,,
2022-06-23,AAPL,Technology,165.98,176.01,107.59,151.12,7504.0
2022-06-24,AAPL,Technology,177.29,177.29,143.16,,
2022-06-25,AAPL,Technology,96.94,134.57,96.94,109.69,24292.0
2022-06-26,AAPL,Technology,150.61,150.61,150.61,151.23,33232.0
2022-06-27,AAPL,Technology,184.31,184.31,170.67,182.47,36611.0
2022-06-28,AAPL,Technology,133.89,159.96,128.05,141.5,19297.0
2022-06-29,AAPL,Technology,163.33,163.33,158.87,162.51,11553.0
2022-06-30,AAPL,Technology,153.71,153.71,153.71,155.4,33348.0
2022-07-01,AAPL,Technology,147.92,160.51,131.69,147.61,22192.0
2022-07-02,AAPL,Technology,166.75,167.85,154.32,162.25,2777.0
2022-07-03,AAPL,Technology,155.92,157.3,143.35,152.86,31284.0
2022-07-04,AAPL,Technology,141.25,159.69,141.25,148.42,46142.0
2022-07-05,AAPL,Technology,124.69,164.66,124.69,138.84,15977.0
2022-07-06,AAPL,Technology,127.4,127.4,124.3,127.47,16706.0
2022-07-07,AAPL,Technology,141.18,150.93,141.18,145.29,32900.0
2022-07-08,AAPL,Technology,188.81,188.81,177.57,184.13,48042.0
2022-07-09,AAPL,Technology,96.42,154.68,96.42,115.75,9150.0
2022-07-10,AAPL,Technology,153.4,153.4,153.4,153.68,22723.0
2022-07-11,AAPL,Technology,171.31,171.31,118.14,153.43,28529.0
2022-07-12,AAPL,Technology,121.6,161.9,121.6,135.44,21111.0
2022-07-13,AAPL,Technology,140.97,174.33,127.58,147.85,40638.0
2022-07-14,AAPL,Technology,162.89,162.89,142.06,156.39,11644.0
2022-07-15,AAPL,Technology,147.71,147.71,129.4,141.47,30381.0
2022-07-16,AAPL,Technology,159.32,167.55,107.15,145.55,34599.0
2022-07-17,AAPL,Technology,148.71,183.83,134.44,156.31,4636.0
2022-07-18,AAPL,Technology,117.01,117.01,117.01,117.12,48939.0
2022-07-19,AAPL,Technology,150.47,150.47,150.47,151.48,6625.0
2022-07-20,AAPL,Technology,188.19,188.19,188.19,188.51,37420.0
2022-07-21,AAPL,Technology,145.21,187.34,145.21,157.64,26300.0
2022-07-22,AAPL,Technology,185.54,185.54,122.56,165.46,45647.0
2022-07-23,AAPL,Technology,122.91,148.33,122.91,131.33,44902.0
2022-07-24,AAPL,Technology,134.42,134.9,134.42,135.05,5220.0
2022-07-25,AAPL,Technology,172.76,172.76,141.22,162.86,28237.0
2022-07-26,AAPL,Technology,130.26,140.84,130.26,134.87,36450.0
2022-07-27,AAPL,Technology,157.94,157.94,145.76,153.33,13871.0
2022-07-28,AAPL,Technology,159.99,159.99,138.02,154.5,27308.0
2022-07-29,AAPL,Technology,126.09,174.56,126.09,,
2022-07-30,AAPL,Technology,135.42,152.11,135.42,141.14,28662.0
2022-07-31,AAPL,Technology,129.21,170.66,84.95,127.75,4613.0
2022-08-01,AAPL,Technology,172.87,172.87,155.67,167.44,7219.0
2022-08-02,AAPL,Technology,144.85,144.85,144.85,145.6,23471.0
2022-08-03,AAPL,Technology,125.38,173.61,125.38,141.99,27347.0
2022-08-04,AAPL,Technology,180.99,180.99,134.23,167.43,2311.0
2022-08-05,AAPL,Technology,184.78,186.53,121.23,163.57,10662.0
2022-08-06,AAPL,Technology,153.19,153.19,133.35,146.81,2428.0
2022-08-07,AAPL,Technology,158.31,188.7,158.31,167.63,40564.0
2022-08-08,AAPL,Technology,137.27,159.1,137.27,146.38,49856.0
2022-08-09,AAPL,Technology,172.78,172.78,171.73,173.78,21812.0
2022-08-10,AAPL,Technology,184.13,184.13,136.18,167.91,27681.0
2022-08-11,AAPL,Technology,131.52,276.69566885702625,131.52,145.37,21006.0
2022-08-12,AAPL,Technology,139.57,145.64,139.57,142.1,1073.0
2022-08-13,AAPL,Technology,127.98,131.19,127.98,129.28,4829.0
2022-08-14,AAPL,Technology,160.61,162.44,135.7,154.34,41383.0
2022-08-15,AAPL,Technology,136.1,136.1,118.88,131.42,3776.0
2022-08-16,AAPL,Technology,150.44,150.44,129.67,146.07,30984.0
2022-08-17,AAPL,Technology,144.28,144.28,122.37,138.93,4578.0
2022-08-18,AAPL,Technology,116.44,192.8,116.44,142.69,7010.0
2022-08-19,AAPL,Technology,156.93,218.92,127.49,169.2,10612.0
2022-08-20,AAPL,Technology,142.56,142.56,107.0,131.23,21802.0
2022-08-21,AAPL,Technology,184.96,184.96,151.36,173.83,34267.0
2022-08-22,AAPL,Technology,150.89,158.35,150.89,,
2022-08-23,AAPL,Technology,119.22,158.85,119.22,132.31,21328.0
2022-08-24,AAPL,Technology,145.95,147.17,132.34,143.4,15230.0
2022-08-25,AAPL,Technology,139.76,153.69,139.76,145.33,35998.0
2022-08-26,AAPL,Technology,116.04,152.63,116.04,129.72,30044.0
2022-08-27,AAPL,Technology,152.09,182.21,152.09,163.26,48578.0
2022-08-28,AAPL,Technology,151.52,151.52,151.52,152.5,26375.0
2022-08-29,AAPL,Technology,179.4,179.4,131.07,,
2022-08-30,AAPL,Technology,141.48,151.74,120.12,137.43,25219.0
2022-08-31,AAPL,Technology,91.53,143.42,91.53,109.13,29072.0
2022-09-01,AAPL,Technology,153.78,153.78,153.78,153.72,21342.0
2022-09-02,AAPL,Technology,147.12,158.07,136.46,147.89,43115.0
2022-09-03,AAPL,Technology,143.11,164.03,136.43,148.79,25656.0
2022-09-04,AAPL,Technology,135.17,139.92,128.06,134.06,11352.0
2022-09-05,AAPL,Technology,186.21,186.21,143.97,174.2,25400.0
2022-09-06,AAPL,Technology,128.51,149.19,128.51,136.42,21952.0
2022-09-07,AAPL,Technology,164.64,164.64,126.49,152.71,20444.0
2022-09-08,AAPL,Technology,100.4,158.32,100.4,120.7,24726.0
2022-09-09,AAPL,Technology,144.36,172.6,144.36,153.5,45707.0
2022-09-10,AAPL,Technology,159.71,169.33,151.36,159.48,43732.0
2022-09-11,AAPL,Technology,125.58,148.05,125.58,134.27,8168.0
2022-09-12,AAPL,Technology,142.03,153.02,131.07,,
2022-09-13,AAPL,Technology,127.99,170.84,127.99,143.72,36805.0
2022-09-14,AAPL,Technology,136.64,143.26,136.64,140.28,30649.0
2022-09-15,AAPL,Technology,154.72,161.27,130.88,150.49,18920.0
2022-09-16,AAPL,Technology,152.17,152.17,152.17,152.53,37222.0
2022-09-17,AAPL,Technology,161.36,161.36,161.36,162.33,37361.0
2022-09-18,AAPL,Technology,129.43,143.96,129.43,134.02,17571.0
2022-09-19,AAPL,Technology,142.55,180.61,137.21,155.07,36954.0
2022-09-20,AAPL,Technology,155.12,155.12,138.9,149.77,35643.0
2022-09-21,AAPL,Technology,178.06,185.02,127.11,165.37,42330.0
2022-09-22,AAPL,Technology,126.89,148.87,126.89,134.96,10279.0
2022-09-23,AAPL,Technology,121.02,132.34,121.02,125.19,11620.0
2022-09-24,AAPL,Technology,145.0,168.89,145.0,155.91,4237.0
2022-09-25,AAPL,Technology,145.78,172.98,102.57,141.39,36379.0
2022-09-26,AAPL,Technology,168.93,185.88,147.0,167.81,22100.0
2022-09-27,AAPL,Technology,153.57,153.57,116.45,141.14,13271.0
2022-09-28,AAPL,Technology,168.81,168.81,161.85,167.4,9381.0
2022-09-29,AAPL,Technology,143.9,143.9,143.9,145.49,35653.0
2022-09-30,AAPL,Technology,205.8,205.8,115.62,177.01,14997.0
2022-10-01,AAPL,Technology,177.48,177.48,144.9,168.04,12511.0
2022-10-02,AAPL,Technology,177.05,177.05,170.38,175.21,46750.0
2022-10-03,AAPL,Technology,138.69,180.78,138.69,154.0,12944.0
2022-10-04,AAPL,Technology,132.6,162.76,132.6,143.55,19120.0
2022-10-05,AAPL,Technology,150.3,150.3,128.93,144.58,42921.0
2022-10-06,AAPL,Technology,151.0,151.0,139.32,148.18,6632.0
2022-10-07,AAPL,Technology,171.03,171.03,161.32,,
2022-10-08,AAPL,Technology,147.43,177.27,142.7,158.14,41836.0
2022-10-09,AAPL,Technology,147.03,149.92,147.03,148.79,45463.0
2022-10-10,AAPL,Technology,123.26,147.72,123.26,132.65,32147.0
2022-10-11,AAPL,Technology,159.33,159.33,122.75,148.42,8648.0
2022-10-12,AAPL,Technology,138.53,158.37,138.53,146.16,14666.0
2022-10-13,AAPL,Technology,155.21,155.21,155.21,156.99,49927.0
2022-10-14,AAPL,Technology,142.61,144.68,128.73,139.59,10568.0
2022-10-15,AAPL,Technology,177.55,177.55,164.5,172.19,40442.0
2022-10-16,AAPL,Technology,136.47,173.2,136.47,148.9,41369.0
2022-10-17,AAPL,Technology,171.87,171.87,150.61,166.07,12990.0
2022-10-18,AAPL,Technology,157.42,157.42,157.42,157.69,12361.0
2022-10-19,AAPL,Technology,143.63,143.63,143.63,143.76,47960.0
2022-10-20,AAPL,Technology,146.31,146.31,146.31,147.59,18031.0
2022-10-21,AAPL,Technology,147.13,170.2,127.79,148.85,10129.0
2022-10-22,AAPL,Technology,116.37,166.37,116.37,133.47,36395.0
2022-10-23,AAPL,Technology,147.74,167.13,139.05,,
2022-10-24,AAPL,Technology,124.9,173.05,124.9,141.2,26749.0
2022-10-25,AAPL,Technology,150.86,150.86,128.19,144.97,9214.0
2022-10-26,AAPL,Technology,164.78,175.98,136.84,159.75,33981.0
2022-10-27,AAPL,Technology,156.43,156.43,144.72,152.69,45547.0
2022-10-28,AAPL,Technology,159.16,159.16,146.01,155.47,6048.0
2022-10-29,AAPL,Technology,165.27,165.27,106.2,147.34,19863.0
2022-10-30,AAPL,Technology,153.73,176.51,117.48,148.67,27563.0
2022-10-31,AAPL,Technology,164.67,164.67,145.82,160.37,45265.0
2022-11-01,AAPL,Technology,143.4,143.4,143.4,145.25,46515.0
2022-11-02,AAPL,Technology,124.52,136.95,124.52,130.29,46838.0
2022-11-03,AAPL,Technology,138.87,175.19,138.87,152.62,22337.0
2022-11-04,AAPL,Technology,175.68,175.68,143.2,165.66,10271.0
2022-11-05,AAPL,Technology,121.44,121.44,121.44,,
2022-11-06,AAPL,Technology,139.89,147.73,139.89,144.13,34683.0
2022-11-07,AAPL,Technology,127.82,254.93979046854338,127.82,,
2022-11-08,AAPL,Technology,153.33,153.33,150.31,154.65,4806.0
2022-11-09,AAPL,Technology,132.08,149.52,131.22,138.47,5993.0
2022-11-10,AAPL,Technology,147.34,147.34,147.34,147.21,44617.0
2022-11-11,AAPL,Technology,143.77,143.77,143.77,144.69,45573.0
2022-11-12,AAPL,Technology,158.65,158.65,126.44,150.02,6146.0
2022-11-13,AAPL,Technology,164.72,169.28,156.53,164.26,11873.0
2022-11-14,AAPL,Technology,114.5,140.05,114.5,124.19,9317.0
2022-11-15,AAPL,Technology,143.31,150.87,143.31,146.36,23524.0
2022-11-16,AAPL,Technology,151.2,151.2,112.85,138.63,45607.0
2022-11-17,AAPL,Technology,186.18,186.18,113.15,161.29,1522.0
2022-11-18,AAPL,Technology,151.05,154.68,128.16,144.93,35679.0
2022-11-19,AAPL,Technology,135.14,172.76,135.14,,
2022-11-20,AAPL,Technology,167.36,199.18,167.36,178.38,5273.0
2022-11-21,AAPL,Technology,165.78,165.78,113.22,150.31,18588.0
2022-11-22,AAPL,Technology,145.55,145.55,119.11,137.58,33171.0
2022-11-23,AAPL,Technology,170.36,173.01,145.29,164.13,23701.0
2022-11-24,AAPL,Technology,162.8,162.8,131.95,153.97,27982.0
2022-11-25,AAPL,Technology,156.27,168.25,156.27,161.09,7718.0
2022-11-26,AAPL,Technology,209.27,209.27,154.93,191.4,25517.0
2022-11-27,AAPL,Technology,196.13,196.13,115.52,170.13,8374.0
2022-11-28,AAPL,Technology,166.52,166.52,130.22,153.97,45406.0
2022-11-29,AAPL,Technology,165.83,186.15,164.97,174.4,30584.0
2022-11-30,AAPL,Technology,131.5,159.74,131.5,141.72,33715.0
2022-12-01,AAPL,Technology,147.19,167.03,147.19,153.45,17883.0
2022-12-02,AAPL,Technology,165.82,165.82,165.82,167.39,35274.0
2022-12-03,AAPL,Technology,164.47,164.47,159.22,162.6,12285.0
2022-12-04,AAPL,Technology,168.36,172.38,109.49,149.98,43828.0
2022-12-05,AAPL,Technology,135.41,175.0,110.11,141.71,18845.0
2022-12-06,AAPL,Technology,136.35,159.83,136.35,,
2022-12-07,AAPL,Technology,174.8,174.8,133.19,161.92,26308.0
2022-12-08,AAPL,Technology,171.44,171.44,171.44,172.99,25786.0
2022-12-09,AAPL,Technology,136.3,164.57,125.24,142.96,23190.0
2022-12-10,AAPL,Technology,157.71,159.13,141.68,153.76,49250.0
2022-12-11,AAPL,Technology,121.25,163.78,121.25,135.57,42062.0
2022-12-12,AAPL,Technology,155.48,155.48,137.06,150.16,5449.0
2022-12-13,AAPL,Technology,91.37,152.41,91.37,112.32,34466.0
2022-12-14,AAPL,Technology,142.71,142.71,142.71,144.41,6883.0
2022-12-15,AAPL,Technology,174.84,202.74,121.05,168.46,30429.0
2022-12-16,AAPL,Technology,136.8,140.69,131.78,136.94,12150.0
2022-12-17,AAPL,Technology,114.16,158.44,114.16,128.82,5591.0
2022-12-18,AAPL,Technology,129.33,159.89,129.33,140.91,7216.0
2022-12-19,AAPL,Technology,190.83,190.83,150.29,178.06,1317.0
2022-12-20,AAPL,Technology,164.46,164.46,126.68,152.32,26224.0
2022-12-21,AAPL,Technology,150.3,150.86,131.26,144.66,31303.0
2022-12-22,AAPL,Technology,136.7,163.34,135.61,146.23,18733.0
2022-12-23,AAPL,Technology,130.29,148.24,130.29,137.03,13204.0
2022-12-24,AAPL,Technology,149.39,161.76,115.74,143.09,46060.0
2022-12-25,AAPL,Technology,138.66,138.66,138.66,138.84,3797.0
2022-12-26,AAPL,Technology,190.45,190.45,153.33,179.24,2658.0
2022-12-27,AAPL,Technology,156.2,165.46,156.2,159.83,5526.0
2022-12-28,AAPL,Technology,148.12,148.12,119.06,138.08,27992.0
2022-12-29,AAPL,Technology,158.54,170.04,111.08,147.53,17338.0
2022-12-30,AAPL,Technology,114.46,152.19,114.46,128.18,47700.0
2022-12-31,AAPL,Technology,148.3,155.7,148.3,153.41,11434.0
2023-01-01,AAPL,Technology,128.04,160.93,128.04,139.09,10144.0
2023-01-02,AAPL,Technology,183.84,183.84,170.94,182.5,33830.0
2023-01-03,AAPL,Technology,148.1,148.1,148.1,149.43,11481.0
2023-01-04,AAPL,Technology,138.99,166.35,138.99,149.57,8184.0
2023-01-05,AAPL,Technology,100.55,134.86,100.55,112.69,9676.0
2023-01-06,AAPL,Technology,178.43,178.43,113.32,,
2023-01-07,AAPL,Technology,170.55,170.55,150.16,165.4,49423.0
2023-01-08,AAPL,Technology,140.61,140.61,128.83,137.38,45955.0
2023-01-09,AAPL,Technology,160.82,160.82,153.14,160.37,36612.0
2023-01-10,AAPL,Technology,159.14,159.14,137.87,153.15,47953.0
2023-01-11,AAPL,Technology,133.71,164.38,133.71,144.26,24460.0
2023-01-12,AAPL,Technology,165.88,165.88,165.88,164.56,5979.0
2023-01-13,AAPL,Technology,155.03,155.03,152.9,155.91,39380.0
2023-01-14,AAPL,Technology,150.69,162.66,150.69,155.78,10461.0
2023-01-15,AAPL,Technology,138.69,159.52,138.69,146.44,43967.0
2023-01-16,AAPL,Technology,141.8,173.4,141.8,153.11,26672.0
